Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,Ploidy,CladesOrg,Abbreviation,VcfName,Clades
SM.9.1.AL1,BVD,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVD.variant,3.Brazilianbioethanol
SM.9.1.BL7,BVE,Bioethanol,Bioethanol,Brazil,1,3. Brazilian bioethanol ,03.B,BVE.variant,3.Brazilianbioethanol
SM.9.2.BR3(L),BVF,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVF.variant,3.Brazilianbioethanol
SM.9.4.BL2,BVG,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVG.variant,3.Brazilianbioethanol
SM.9.4.BR1,BVH,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVH.variant,3.Brazilianbioethanol
4LBI-3,BVK,Spontaneous grape fermentation,Wine,"Basilicata, Italy",2,1. Wine/European ,01.W,BVK.variant,1.Wine/European
SA6-31,BVM,Spontaneous grape fermentation,Wine,"Toscana, Italy",2,1. Wine/European ,01.W,BVM.variant,1.Wine/European
B-24,BVT,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,BVT.variant,1.Wine/European(subclade4)
8-15,BVV,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,BVV.variant,1.Wine/European(subclade4)
5-18,CAA,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAA.variant,1.Wine/European(subclade4)
11-8,CAB,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAB.variant,1.Wine/European(subclade4)
A-12,CAC,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAC.variant,1.Wine/European(subclade4)
11-18,CAD,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAD.variant,1.Wine/European(subclade4)
B-4,CAE,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAE.variant,1.Wine/European
C-3,CAF,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAF.variant,1.Wine/European
D-1,CAH,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAH.variant,1.Wine/European
D-4,CAI,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAI.variant,1.Wine/European
A-16,CAK,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAK.variant,1.Wine/European
A-19,CAL,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CAL.variant,1.Wine/European
9-7,CAM,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAM.variant,1.Wine/European(subclade4)
8-3,CAN,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAN.variant,1.Wine/European(subclade4)
11-2,CAP,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAP.variant,1.Wine/European(subclade4)
5-2,CAQ,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAQ.variant,1.Wine/European(subclade4)
A-9,CAR,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAR.variant,1.Wine/European(subclade4)
B-17,CAS,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAS.variant,1.Wine/European(subclade4)
C-12,CAT,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAT.variant,1.Wine/European(subclade4)
B-13,CAV,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CAV.variant,1.Wine/European(subclade4)
A-14,CBA,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CBA.variant,1.Wine/European
1-9,CBB,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CBB.variant,1.Wine/European(subclade4)
D-18,CBC,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CBC.variant,1.Wine/European(subclade4)
B-11,CBD,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CBD.variant,1.Wine/European(subclade4)
D-21,CBE,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European (subclade 4),01.W4,CBE.variant,1.Wine/European(subclade4)
SD-15,CBF,Sourdough levan,Bakery,"Matera, Italy",4,8. Mixed origin ,08.M,CBF.variant,8.Mixedorigin
DBVPG1978,CBG,Grape must,Wine,Slovakia,2,1. Wine/European ,01.W,CBG.variant,1.Wine/European
DBVPG3051,CBH,Grape must,Wine,Israel,2,1. Wine/European ,01.W,CBH.variant,1.Wine/European
DBVPG4036,CBI,Grape must,Wine,ex Yugoslavia,2,1. Wine/European (subclade 1),01.W1,CBI.variant,1.Wine/European(subclade1)
1,CBK,Chalcidoidea  ,Insect,Schleswig-Holstein,1,M3. Mosaic region 3 ,M3.M,CBK.variant,M3.Mosaicregion3
2,CBL,Chalcidoidea  ,Insect,Schleswig-Holstein,2,M3. Mosaic region 3 ,M3.M,CBL.variant,M3.Mosaicregion3
3,CBM,Chalcidoidea  ,Insect,Forest of Nehmten in Schleswig-Holstein,2,M3. Mosaic region 3,M3.M,CBM.variant,M3.Mosaicregion3
NCYC_88,CBN,Ale strain,Beer,UK,2,7. Mosaic beer ,07.M,CBN.variant,7.Mosaicbeer
NCYC_1187,CBR,Ale strain,Beer,UK,4,11. Ale beer ,11.A,CBR.variant,11.Alebeer
CLQCA_20-156,CCC,Flower (Gesneriaceae sp.),Flower,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCC.variant,21.Ecuadorean
CLQCA_20-184,CCD,Flower from Heliconia sp.,Flower,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCD.variant,21.Ecuadorean
CLQCA_20-221,CCE,Flower from Heliconia sp.,Flower,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCE.variant,21.Ecuadorean
CLQCA_20-246,CCF,Termite mound,Insect,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCF.variant,21.Ecuadorean
CLQCA_20-259,CCG,Decaying fruit,Fruit,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCG.variant,21.Ecuadorean
CLQCA_20-314,CCH,Termite mound,Insect,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCH.variant,21.Ecuadorean
CLQCA_20-248,CCI,Termite mound,Insect,"Yasuni, Orellana",2,21. Ecuadorean ,21.E,CCI.variant,21.Ecuadorean
N19-1C,CCL,Exudate of Quercus sp.,Tree,"Gelendzhik region, Caucasus, Russia",2,4. Mediterranean oak ,04.M,CCL.variant,4.Mediterraneanoak
N493-2C,CCM,Fir tree needles,Tree,"Kiev district, Ukraine",2,1. Wine/European (subclade 1),01.W1,CCM.variant,1.Wine/European(subclade1)
VKM_Y-504:S,CCN,Berries of Viburnum Burejanum,Fruit,Russian Far East,2,18. Far East Asia ,18.F,CCN.variant,18.FarEastAsia
IFO_0877:6-1,CCP,Quercus sp.,Tree,Japan,2,Unclustered,unk,CCP.variant,Unclustered
Ksc2-2B,CCQ,Tree exudate,Tree,Japan,2,18. Far East Asia ,18.F,CCQ.variant,18.FarEastAsia
Ksc40-8A,CCR,Tree exudate,Tree,Japan,2,18. Far East Asia ,18.F,CCR.variant,18.FarEastAsia
Ksc73-2D,CCS,Tree exudate,Tree,Japan,2,18. Far East Asia ,18.F,CCS.variant,18.FarEastAsia
S11F3-6B,CCT,Phloem sap of Caryota urens,Tree,Sri Lanka,2,24. Asian islands ,24.A,CCT.variant,24.Asianislands
S8BM-30-2D,CCV,Phloem sap of Caryota urens,Tree,Sri Lanka,2,24. Asian islands ,24.A,CCV.variant,24.Asianislands
S8BM-32-4D(a),CDA,Phloem sap of Caryota urens,Tree,Sri Lanka,1,24. Asian islands ,24.A,CDA.variant,24.Asianislands
ATCC_66348-1D,CDB,Soil,Soil,Japan,2,Unclustered,unk,CDB.variant,Unclustered
N37-1A,CDC,Exudate of Quercus robur,Tree,"Botanical Garden, Novosibirsk, Siberia, Russia",2,M3. Mosaic region 3,M3.M,CDC.variant,M3.Mosaicregion3
N38-4A,CDD,Exudate of Quercus robur,Tree,"Botanical Garden, Novosibirsk, Siberia, Russia",2,M3. Mosaic region 3,M3.M,CDD.variant,M3.Mosaicregion3
N39-7A,CDE,Exudate of Quercus robur,Tree,"Novosibirsk, Siberia, Russia",2,M3. Mosaic region 3,M3.M,CDE.variant,M3.Mosaicregion3
N22.00-5D,CDF,Fruit of Grataegus dachurica,Fruit,"Botanical garden, Blagoveshchensk, Russia",2,22. Far East Russian ,22.R,CDF.variant,22.FarEastRussian
N3.00-7A,CDG,Grape berries of wild Vitus amurensis,Wine,"Botanical garden, Blagoveshchensk, Russia",2,22. Far East Russian ,22.R,CDG.variant,22.FarEastRussian
N159.01-2B,CDH,Exudate of Quercus mongolica,Tree,"Botanical garden, Blagoveshchensk, Russia",2,22. Far East Russian ,22.R,CDH.variant,22.FarEastRussian
N163.01-5A,CDI,Exudate of Quercus mongolica,Tree,"Botanical garden, Blagoveshchensk, Russia",2,22. Far East Russian ,22.R,CDI.variant,22.FarEastRussian
CCY_21-4-93:6B,CDK,Leaves of Sequoia sp.,Tree,North Korea,1,M3. Mosaic region 3,M3.M,CDK.variant,M3.Mosaicregion3
N51-1A,CDL,Exudate of Quercus mongolica,Tree,"Vladivostok, Russian Far East",2,18. Far East Asia ,18.F,CDL.variant,18.FarEastAsia
UFRJ_50613-2D(a),CDM,Cushvara river,Water,"Rio de Janeiro, Brazil",2,M2. Mosaic region 2 ,M2.M,CDM.variant,M2.Mosaicregion2
UCD_61-190-6A,CDN,Drosophila sp. ,Insect,"California, USA",2,Unclustered,unk,CDN.variant,Unclustered
N95-5-1A,CDP,Exudate of Quercus sp.,Tree,"Augusta, MI 49012, USA",2,Unclustered,unk,CDP.variant,Unclustered
N95-6-1C,CDQ,Exudate of Quercus sp.,Tree,"Augusta, MI 49012, USA",2,Unclustered,unk,CDQ.variant,Unclustered
CECT10331:9-1,CDR,Flowers of Centaurea alba,Flower,Spain,2,8. Mixed origin ,08.M,CDR.variant,8.Mixedorigin
CECT10351-1B,CDS,Tomato,Fruit,Spain,2,1. Wine/European ,01.W,CDS.variant,1.Wine/European
CECT10171-5B,CDT,Larvae of Dacus oleae,Insect,Spain,2,2. Alpechin ,02.A,CDT.variant,2.Alpechin
DBVPG1616-1D,CDV,Soil,Soil,Spain,2,1. Wine/European ,01.W,CDV.variant,1.Wine/European
DBVPG1617-5A,CEA,Soil,Soil,Spain,1,1. Wine/European ,01.W,CEA.variant,1.Wine/European
DBVPG1619-4B,CEB,Soil,Soil,Spain,1,1. Wine/European ,01.W,CEB.variant,1.Wine/European
DBVPG1620-1A,CEC,Soil,Soil,Spain,2,1. Wine/European ,01.W,CEC.variant,1.Wine/European
DBVPG1621-5A,CED,Soil,Soil,Spain,2,1. Wine/European ,01.W,CED.variant,1.Wine/European
DBVPG1622-8B,CEE,Soil,Soil,Spain,2,1. Wine/European ,01.W,CEE.variant,1.Wine/European
DBVPG1623-2A,CEF,Soil,Soil,Spain,2,1. Wine/European ,01.W,CEF.variant,1.Wine/European
EM14S01-3B,CEG,Soil ,Soil,Taiwan,2,17. Taiwanese ,17.T,CEG.variant,17.Taiwanese
ES2M03-7A,CEH,Fruiting body of Russula sp.,Fruit,Taiwan,2,Unclustered,unk,CEH.variant,Unclustered
GE14S01-7B,CEI,Soil,Soil,Taiwan,2,17. Taiwanese ,17.T,CEI.variant,17.Taiwanese
JCM_2985-4B,CEK,Fermented fish,Fermentation,Tailand,2,26. Asian fermentation ,26.A,CEK.variant,26.Asianfermentation
JCM_3529-7B,CEL,Fermented shrimp,Fermentation,Tailand,2,26. Asian fermentation ,26.A,CEL.variant,26.Asianfermentation
CCY_21-4-89:7-3,CEM,Fermenting acorn meal,Fermentation,North Korea,1,M3. Mosaic region 3,M3.M,CEM.variant,M3.Mosaicregion3
ATCC_38618:2-2,CEN,Concentrated orange juice,Fruit,NA,2,M3. Mosaic region 3,M3.M,CEN.variant,M3.Mosaicregion3
ATCC_52922-1C,CEP,Tapuy (rice wine),Fermentation,Philippines,2,Unclustered,unk,CEP.variant,Unclustered
MUCL_30909-2C,CEQ,Cassava,Fermentation,Burundi,2,M3. Mosaic region 3,M3.M,CEQ.variant,M3.Mosaicregion3
N34:2-4(a),CER,Maize dough,Bakery,Ghana,2,6. African beer ,06.A,CER.variant,6.Africanbeer
N26-1-10:7-5(a),CES,Maize dough,Bakery,Ghana,2,6. African beer ,06.A,CES.variant,6.Africanbeer
N134:7-1(a),CET,Maize dough,Bakery,Ghana,2,6. African beer ,06.A,CET.variant,6.Africanbeer
IFO_0289:4-3(b),CEV,Moromi of Chinese wine kaoliangchiu,Distillery,China,1,26. Asian fermentation ,26.A,CEV.variant,26.Asianfermentation
Dji2-2A(a),CFA,Palm wine ,Palm wine,Djibouti,2,13. African palm wine ,13.A,CFA.variant,13.Africanpalmwine
ho_SB,CFB,Wine,Wine,Bordeaux ,2,1. Wine/European ,01.W,CFB.variant,1.Wine/European
4.5_WLP530,CFC,"Carlsberg Beer, Abbey ale yeast (Westmalle brewery)",Beer,"Westmalle, Belgium",4,11. Ale beer ,11.A,CFC.variant,11.Alebeer
1.3_Safale_US05,CFD,"Carlsberg Beer, American Ale yeast",Beer,USA,4,11. Ale beer ,11.A,CFD.variant,11.Alebeer
4.9_WLP099,CFE,"Carlsberg Beer, super high gravity",Beer,United Kingdom,2,1. Wine/European ,01.W,CFE.variant,1.Wine/European
6.2_WLP570,CFF,Carlsberg Beer,Beer,Belgium,2,7. Mosaic beer ,07.M,CFF.variant,7.Mosaicbeer
1.6_Safale_S40,CFG,Carlsberg Beer,Beer,UK,4,11. Ale beer ,11.A,CFG.variant,11.Alebeer
Nottingham_ale_1.8_Lallemand,CFH,Carlsberg Beer,Beer,UK,4,11. Ale beer ,11.A,CFH.variant,11.Alebeer
2.6_Windsor_British,CFI,Carlsberg Beer,Beer,UK,4,8. Mixed origin ,08.M,CFI.variant,8.Mixedorigin
5.5_WLP090,CFM,"Carlsberg Beer, ""San Diego Super Yeast""",Beer,"San Diego, USA",4,11. Ale beer ,11.A,CFM.variant,11.Alebeer
3.3_Safale_S-33,CFN,Carlsberg Beer,Beer,NA,4,8. Mixed origin ,08.M,CFN.variant,8.Mixedorigin
3.4_Safbrew_T-58,CFP,Carlsberg Beer,Beer,NA,4,8. Mixed origin ,08.M,CFP.variant,8.Mixedorigin
UCD_40-235,CFQ,Muscate grapes,Wine,"Walnut Creek, California",2,1. Wine/European ,01.W,CFQ.variant,1.Wine/European
UCD_40-248,CFR,Muscat must to be fortified  (1939),Wine,"Tulare Winery, California",2,1. Wine/European ,01.W,CFR.variant,1.Wine/European
UCD_40-255,CFS,Red Tokay grapes  (1939),Wine,"Walnut Creek, California",4,1. Wine/European ,01.W,CFS.variant,1.Wine/European
UCD_40-346,CFT,"Spoiled Adriatic orchard figs, (1939)",Fruit,"Fresno area,  California",2,M2. Mosaic region 2,M2.M,CFT.variant,M2.Mosaicregion2
UCD_40-49,CFV,Citrus fermentation,Fruit,NA,2,1. Wine/European ,01.W,CFV.variant,1.Wine/European
UCD_05-780,CGB,"Beetle from infested Prunus bokhariensis, walk plate on RBCA.  No mold on plate.  Prunus bokhariensis Type Botanky E-1-18",Insect,"Winters, CA Wolfskill USDA Prunus germplasm collection, ",2,M3. Mosaic region 3,M3.M,CGB.variant,M3.Mosaicregion3
UCD_06-645,CGC,"Female olive fly, surface sterilized, smashed, plated on RBCA",Fruit,"Davis, CA, UCD",4,11. Ale beer ,11.A,CGC.variant,11.Alebeer
UCD_09-448,CGD,Olives from Middle of season 1. on RBCA 11.25.09 Streaked onto PDA 11/30/09,Fruit,"Davis, CA, UCD",2,2. Alpechin ,02.A,CGD.variant,2.Alpechin
UCD_11-601,CGE,"Olive fermentation, 1-gallon, Bucket 5B brine, Sicilian style olives, inoculated with Saccharomyces cerevisiase from 2009 olives.",Fruit,"Davis, CA, UCD Food Science, Pilot plant. ",2,2. Alpechin ,02.A,CGE.variant,2.Alpechin
TayTa,CGG,Unknown,Unknown,"Long An, South Vietnam",2,26. Asian fermentation ,26.A,CGG.variant,26.Asianfermentation
VNL3,CGH,Unknown,Unknown,"Ha Noi, North Vietnam",3,Unclustered,unk,CGH.variant,Unclustered
Me7,CGI,Unknown,Unknown,"Cai Be, South Vietnam",2,26. Asian fermentation ,26.A,CGI.variant,26.Asianfermentation
Lx2,CGK,Unknown,Unknown,"Dong Thap, South Vietnam",2,26. Asian fermentation ,26.A,CGK.variant,26.Asianfermentation
BMQ557,CGL,Unknown,Unknown,"Hai Phong, North Vietnam",2,26. Asian fermentation ,26.A,CGL.variant,26.Asianfermentation
SGB1,CGN,Rice fermentation starter culture,Fermentation,"Saigon, South Vietnam",2,26. Asian fermentation ,26.A,CGN.variant,26.Asianfermentation
SG4,CGP,Unknown,Unknown,"Saigon, South Vietnam",2,26. Asian fermentation ,26.A,CGP.variant,26.Asianfermentation
RR1a,CGQ,Unknown,Unknown,"My Tho, South Vietnam",2,26. Asian fermentation ,26.A,CGQ.variant,26.Asianfermentation
VL5,CGR,Rice fermentation starter culture,Fermentation,"Phan Thiet, South Vietnam",2,26. Asian fermentation ,26.A,CGR.variant,26.Asianfermentation
Ca6,CGS,Fermenting grape must (sweet wine),Wine,Lebanon,2,1. Wine/European ,01.W,CGS.variant,1.Wine/European
Lib39,CGT,Fermenting grape must (white wine),Wine,Lebanon,2,1. Wine/European (subclade 1),01.W1,CGT.variant,1.Wine/European(subclade1)
Lib51,CGV,Fermenting grape must (sweet wine),Wine,Lebanon,2,1. Wine/European ,01.W,CGV.variant,1.Wine/European
Lib52,CHA,Fermenting grape must (sweet wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHA.variant,1.Wine/European
Lib54,CHB,Fermenting grape must (white wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHB.variant,1.Wine/European
Lib61,CHC,Fermenting grape must (red wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHC.variant,1.Wine/European
Lib70,CHD,Fermenting grape must (white wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHD.variant,1.Wine/European
Lib71,CHE,Fermenting grape must (rose wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHE.variant,1.Wine/European
Lib73,CHF,Fermenting grape must (red wine),Wine,Lebanon,2,1. Wine/European ,01.W,CHF.variant,1.Wine/European
324-6C,CHG,Bakery,Bakery,Vietnam,2,8. Mixed origin ,08.M,CHG.variant,8.Mixedorigin
319-5C,CHH,Bakery,Bakery,France,2,8. Mixed origin ,08.M,CHH.variant,8.Mixedorigin
646-3B,CHI,Bakery,Bakery,USA,2,8. Mixed origin ,08.M,CHI.variant,8.Mixedorigin
Win-8B,CHK,Brewery,Beer,UK,2,8. Mixed origin ,08.M,CHK.variant,8.Mixedorigin
SBE-1C,CHL,Bakery,Bakery,Northern Europe,2,8. Mixed origin ,08.M,CHL.variant,8.Mixedorigin
SBD,CHM,Bakery,Bakery,Northern Europe,2,26. Asian fermentation ,26.A,CHM.variant,26.Asianfermentation
B9b-1,CHN,Levain from organic flour (Renan),Bakery,Gif-sur-Yvette,2,M3. Mosaic region 3,M3.M,CHN.variant,M3.Mosaicregion3
B9c-1,CHP,Levain from organic flour (Renan),Bakery,Gif-sur-Yvette,2,M3. Mosaic region 3,M3.M,CHP.variant,M3.Mosaicregion3
B10-1,CHQ,Levain from organic flour,Bakery,Forcalquier,2,M3. Mosaic region 3,M3.M,CHQ.variant,M3.Mosaicregion3
SC 29 F. Dromer IP,CHR,Vagina,"Human, clinical",France,2,8. Mixed origin ,08.M,CHR.variant,8.Mixedorigin
SC 32 F. Dromer IP,CHS,Feces,"Human, clinical",France,2,M3. Mosaic region 3,M3.M,CHS.variant,M3.Mosaicregion3
SC 33 F. Dromer IP,CHT,Feces,"Human, clinical",France,2,M3. Mosaic region 3,M3.M,CHT.variant,M3.Mosaicregion3
SRC 120,CHV,Cider bioindustrial strain ,Cider,France,2,M1. Mosaic region 1,M1.M,CHV.variant,M1.Mosaicregion1
SRC 147,CIA,Bioindustrial strains,Industrial,"Bretagne, France",2,1. Wine/European ,01.W,CIA.variant,1.Wine/European
SRC 213,CIB,Bioindustrial strains,Industrial,"Bretagne, France",2,1. Wine/European ,01.W,CIB.variant,1.Wine/European
Ponton 11,CIC,Mouth,"Human, clinical",Spain,2,M3. Mosaic region 3,M3.M,CIC.variant,M3.Mosaicregion3
Ponton 12,CID,Mouth,"Human, clinical",Spain,2,M3. Mosaic region 3,M3.M,CID.variant,M3.Mosaicregion3
Ponton 13,CIE,Mouth,"Human, clinical",Spain,3,8. Mixed origin ,08.M,CIE.variant,8.Mixedorigin
Ponton 14,CIF,Feces,"Human, clinical",Spain,2,M3. Mosaic region 3,M3.M,CIF.variant,M3.Mosaicregion3
PB11,CIG,Feces,"Human, clinical",Netherlands,2,M3. Mosaic region 3,M3.M,CIG.variant,M3.Mosaicregion3
PB12,CIH,Feces,"Human, clinical",Netherlands,2,M3. Mosaic region 3,M3.M,CIH.variant,M3.Mosaicregion3
PB13,CII,Sputum,"Human, clinical",Netherlands,2,M3. Mosaic region 3,M3.M,CII.variant,M3.Mosaicregion3
PB14,CIK,Sputum,"Human, clinical",Netherlands,2,M3. Mosaic region 3,M3.M,CIK.variant,M3.Mosaicregion3
PB15,CIL,Feces,"Human, clinical",Netherlands,2,M3. Mosaic region 3,M3.M,CIL.variant,M3.Mosaicregion3
malade Hc6553,CIM,Blood (therapy isolate),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIM.variant,1.Wine/European(subclade3)
malade Pac6436,CIN,Blood (therapy isolate),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIN.variant,1.Wine/European(subclade3)
malade 6442,CIP,Catheter (therapy isolate),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIP.variant,1.Wine/European(subclade3)
malade 6452,CIQ,Blood (therapy isolate),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIQ.variant,1.Wine/European(subclade3)
malade 6441,CIR,Blood (therapy isolate),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIR.variant,1.Wine/European(subclade3)
malade Elbaz 6766,CIS,Therapy isolates (Blood),"Human, clinical","Paris, France, H6",2,1. Wine/European (subclade 3),01.W3,CIS.variant,1.Wine/European(subclade3)
malade 459 Labaume,CIT,Blood (therapy isolate),"Human, clinical","Paris, France, H1",2,1. Wine/European (subclade 3),01.W3,CIT.variant,1.Wine/European(subclade3)
malade 1124/150017,CIV,Feces (therapy isolate),"Human, clinical","Paris, France, H2",2,1. Wine/European (subclade 3),01.W3,CIV.variant,1.Wine/European(subclade3)
malade 3285/11-2-4,CKA,Bronchoalveolar lavage (therapy isolate),"Human, clinical","Paris, France, H3",2,M3. Mosaic region 3,M3.M,CKA.variant,M3.Mosaicregion3
malade 98 1655/125391,CKB,Blood (therapy isolate),"Human, clinical","Paris, France, H3",2,1. Wine/European (subclade 3),01.W3,CKB.variant,1.Wine/European(subclade3)
malade 139287/11_2_1,CKC,Blood (therapy isolate),"Human, clinical","Paris, France, H2",2,1. Wine/European (subclade 3),01.W3,CKC.variant,1.Wine/European(subclade3)
malade 97 138633/11-2-5,CKD,Feces (therapy isolate),"Human, clinical","Paris, France, H2",2,1. Wine/European (subclade 3),01.W3,CKD.variant,1.Wine/European(subclade3)
malade 141076/11210,CKE,Feces (therapy isolate),"Human, clinical","Paris, France, H2",2,1. Wine/European (subclade 3),01.W3,CKE.variant,1.Wine/European(subclade3)
malade 150865/1122,CKF,Feces (therapy isolate),"Human, clinical","Paris, France, H2",2,1. Wine/European (subclade 3),01.W3,CKF.variant,1.Wine/European(subclade3)
UL G84F88I90,CKG,S. boulardii isolates lychee (reference strain Biocodex),Fruit,Vietnam,2,1. Wine/European (subclade 3),01.W3,CKG.variant,1.Wine/European(subclade3)
ultra lev. 1127,CKH,S. boulardii isolates (from UltraLevure packet),Industrial,"Paris, France",2,1. Wine/European (subclade 3),01.W3,CKH.variant,1.Wine/European(subclade3)
perentol,CKI,S. boulardii isolates (from Perenterol capsule),"Human, clinical","Brussels, Belgium",2,1. Wine/European (subclade 3),01.W3,CKI.variant,1.Wine/European(subclade3)
malade 98 3312,CKK,"Feces, clinical","Human, clinical","Amiens, France",4,8. Mixed origin ,08.M,CKK.variant,8.Mixedorigin
malade 98 3161,CKL,"Feces, therapy","Human, clinical","Amiens, France",2,1. Wine/European (subclade 3),01.W3,CKL.variant,1.Wine/European(subclade3)
malade 98 2574,CKM,"Feces, therapy","Human, clinical","Amiens, France",2,1. Wine/European (subclade 3),01.W3,CKM.variant,1.Wine/European(subclade3)
malade 98 2601,CKN,"Feces, clinical","Human, clinical","Amiens, France",2,M3. Mosaic region 3,M3.M,CKN.variant,M3.Mosaicregion3
malade Broussais,CKP,Unknown,"Human, clinical","Paris, France",2,1. Wine/European (subclade 3),01.W3,CKP.variant,1.Wine/European(subclade3)
malade M2402A Necker ,CKQ,Feces (therapy isolate),"Human, clinical",France,2,1. Wine/European (subclade 3),01.W3,CKQ.variant,1.Wine/European(subclade3)
malade Darkman,CKR,Unknown,"Human, clinical",France,2,Unclustered,unk,CKR.variant,Unclustered
malade Berchid,CKS,Unknown,"Human, clinical",France,4,8. Mixed origin ,08.M,CKS.variant,8.Mixedorigin
malade Fauot,CKT,Unknown,"Human, clinical",France,2,1. Wine/European (subclade 3),01.W3,CKT.variant,1.Wine/European(subclade3)
malade Boisse,CKV,Unknown,"Human, clinical",France,2,5. French dairy ,05.F,CKV.variant,5.Frenchdairy
malade Moreau,CLA,Unknown,"Human, clinical",France,4,8. Mixed origin ,08.M,CLA.variant,8.Mixedorigin
sample 40,CLB,Tree leaves,Tree,"Bordeaux, France",2,4. Mediterranean oak ,04.M,CLB.variant,4.Mediterraneanoak
sample 50,CLC,Dead tree,Tree,"Bordeaux, France",2,4. Mediterranean oak ,04.M,CLC.variant,4.Mediterraneanoak
sample 33,CLD,Flower,Flower,"Bordeaux, France",2,4. Mediterranean oak ,04.M,CLD.variant,4.Mediterraneanoak
NCYC_2966,CLG,Feces,"Human, clinical","Nottingham, UK",2,M3. Mosaic region 3,M3.M,CLG.variant,M3.Mosaicregion3
NCYC_2743,CLH,Unknown,Wine,Spain,2,1. Wine/European ,01.W,CLH.variant,1.Wine/European
K5,CLI,Sake,Sake,Japan,2,25. Sake ,25.S,CLI.variant,25.Sake
K9,CLK,Sake,Sake,Japan,2,25. Sake ,25.S,CLK.variant,25.Sake
K10,CLL,Sake,Sake,Japan,2,25. Sake ,25.S,CLL.variant,25.Sake
K13,CLM,Sake,Sake,Japan,2,25. Sake ,25.S,CLM.variant,25.Sake
K14,CLN,Sake,Sake,Japan,2,25. Sake ,25.S,CLN.variant,25.Sake
K15,CLP,Sake,Sake,Japan,2,25. Sake ,25.S,CLP.variant,25.Sake
UC5,CLQ,Sake,Sake,Japan,1,25. Sake ,25.S,CLQ.variant,25.Sake
RIB1008,CLR,Sake,Sake,Japan,2,25. Sake ,25.S,CLR.variant,25.Sake
RIB1010,CLS,Sake,Sake,Japan,2,25. Sake ,25.S,CLS.variant,25.Sake
RIB1011,CLT,Sake,Sake,Japan,2,25. Sake ,25.S,CLT.variant,25.Sake
RIB1012,CLV,Sake,Sake,Japan,2,25. Sake ,25.S,CLV.variant,25.Sake
RIB1014,CMB,Sake,Sake,Japan,2,25. Sake ,25.S,CMB.variant,25.Sake
